raw_phrase,normalized_phrase_conservative,source_stage,source_query_id,source_file,evidence_type,observed_count,seed_total_count,region,device,marketplace_scope,task_family_primary,task_family_secondary,intent_class,fit_class,contamination_flags,capability_state,observed_vs_inferred,lineage_notes,reconciliation_reason
трудовой договор это официальное трудоустройство или нет,трудовой договор это официальное трудоустройство или нет,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,1600,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
тф2 маркет,тф2 маркет,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,1359,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
рбх маркет,рбх маркет,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,1355,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
tf2 market,tf2 market,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,923,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ya market,ya market,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,1503,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
я маркет интернет магазин,я маркет интернет магазин,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,1034,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
teyes market,teyes market,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,885,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
маркет плейсы это,маркет плейсы это,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,614,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
бьюти маркет,бьюти маркет,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,1531,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ca market,ca market,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,359,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
r6 marketplace,r6 marketplace,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,199,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
воин маркет интернет магазин,воин маркет интернет магазин,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,171,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
market guru,market guru,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,888,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
say agency вакансии,say agency вакансии,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,132,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,HUMAN_PROFESSION_OR_TRAINING;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
яндекс маркет не работает,яндекс маркет не работает,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,1657,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
что такое пэй в яндекс маркете,что такое пэй в яндекс маркете,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,192,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
маркет плейс официальный что это,маркет плейс официальный что это,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,69,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
купить карьер business market,купить карьер business market,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,ASSOCIATION,76,39,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,BUYER_NAVIGATION;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ии для продаж на маркетплейсах,ии для продаж на маркетплейсах,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,TESTED_SEED,,23,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved tested_seed with independent conservative classification.
ии для продаж на маркетплейсах,ии для продаж на маркетплейсах,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,DIRECT_RESULT,23,23,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
купи продай,купи продай,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,357816,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
лзт маркет,лзт маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,4529,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
деньги маркет,деньги маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,11928,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
а маркет,а маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,25495,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ю маркет,ю маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,2487,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
покупки 63pokupki ru,покупки 63pokupki ru,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,2444,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
маркет гуру,маркет гуру,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,2697,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,SERVICE_BRAND_NAVIGATION;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
a market,a market,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,19232,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
рбх маркет,рбх маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,1355,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
тм маркет,тм маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,1877,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
izt market,izt market,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,984,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ай маркет,ай маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,4095,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
изт маркет,изт маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,893,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
изи маркет,изи маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,910,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ян маркет,ян маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,1295,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
т2 маркет,т2 маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,2565,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
би про маркет,би про маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,737,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ам маркет,ам маркет,B02,B02-03,docs/seo/wordstat/raw/B02_03_2026-09-16.md,ASSOCIATION,1644,23,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ии для аналитики маркетплейсов,ии для аналитики маркетплейсов,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,TESTED_SEED,,15,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved tested_seed with independent conservative classification.
ии для аналитики маркетплейсов,ии для аналитики маркетплейсов,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,DIRECT_RESULT,15,15,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
маркет гуру,маркет гуру,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,2697,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,SERVICE_BRAND_NAVIGATION;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
тф2 маркет,тф2 маркет,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,1359,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
аналит нет,аналит нет,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,6310,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
рбх маркет,рбх маркет,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,1355,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
узум маркет,узум маркет,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,2233,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ян маркет,ян маркет,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,1295,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ам маркет,ам маркет,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,1644,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
я маркет интернет магазин,я маркет интернет магазин,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,1034,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ямз маркет,ямз маркет,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,872,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ризз маркет,ризз маркет,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,285,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
маркет плейсы это,маркет плейсы это,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,614,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
лол маркет,лол маркет,B02,B02-04,docs/seo/wordstat/raw/B02_04_2026-09-16.md,ASSOCIATION,1206,15,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
